313916,A,"Custom Cursor in a Swing JDialog I have a Java Swing application developed on Mac OS X 10.5 using Java 1.5. I'm trying to make a custom cursor appear when the user moves the mouse over some text in a dialog. The cursor never changes though. When I don't use a JFrame instead of a JDialog the cursor does change. But then I'll have to write all the dialog code myself. How can I get the cursor to appear? Here's the simplest code I could create to demonstrate the problem: import javax.swing.*; import java.awt.*; public class CursorTest { public static void main(String[] args) { JLabel label = new JLabel(""Move mouse here for hand cursor""); label.setCursor(Cursor.getPredefinedCursor(Cursor.HAND_CURSOR)); JOptionPane pane = new JOptionPane(label); pane.setOptions(new Object[]{""OK""}); JDialog dialog = pane.createDialog(null ""Test Dialog""); dialog.setVisible(true); } } Looks like it is a bug in Java 1.5: I first tried with Java 1.6.0_07 and it worked as expected (on Windows XP). Then I recompiled with Java 1.5.0_06 and indeed the cursor remains in default state. Knowing the difficulties of Java 1.6 on MacOS I see it will be hard to fix that... Bug ID: 5079694 JDialog doesn't respect setCursor They give a workaround... [EDIT] Tested workaround: public class CursorTest extends JFrame { private CursorTest() { } private void ShowDialog() { JLabel label = new JLabel(""Move mouse here for hand cursor""); label.setCursor(Cursor.getPredefinedCursor(Cursor.HAND_CURSOR)); JOptionPane pane = new JOptionPane(label); pane.setOptions(new Object[] { ""OK"" } ); JDialog dialog = pane.createDialog(this ""Test Dialog""); dialog.setVisible(true); } public static void main(String[] args) { SwingUtilities.invokeLater(new Runnable() { public void run() { CursorTest testFrame = new CursorTest(); testFrame.setTitle(""Test GUI""); testFrame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); testFrame.setSize(500 300); testFrame.setVisible(true); testFrame.ShowDialog(); } }); } } Works fine with my JDK & system.  Thanks PhiLho that Sun bug report gave me the solution. The owner (parent frame) must be non-null and showing. For the record here's a modified version of my example code that does show a hand cursor. import javax.swing.*; import java.awt.*; public class CursorTest { public static void main(String[] args) { JLabel label = new JLabel(""Move mouse here for hand cursor""); label.setCursor(Cursor.getPredefinedCursor(Cursor.HAND_CURSOR)); JOptionPane pane = new JOptionPane(label); pane.setOptions(new Object[]{""OK""}); JFrame parent = new JFrame(); parent.setVisible(true); JDialog dialog = pane.createDialog(parent ""Test Dialog""); dialog.setModal(false); dialog.setVisible(true); } } non null? What variable that you gave a null anyway? ~ sorry I'm trying to understand ur thread... :(",java swing jdialog joptionpane custom-cursor
71842,A,"How can I detect from a Swing app that the PC is being shut-down? Well behaved windows programs need to allow users to save their work when they are shutting the PC down. How can I make my app detect the shutdown event? Any solution should allow the user to abort the shutdown if user selects say ""Cancel"". The normal Swing window closing hook doesn't work nor does adding a shutdown hook. On testing the methods of WindowListener (windowClosingwindowClosed etc) do not get called. The answer I have accepted requires the use of platform specific code (JNI to register for WM_QUERYENDSESSION ). Isn't this a bug on Swing? See http://forums.sun.com/thread.jspa?threadID=481807&messageID=2246870 Are you using the shutdown hook from java.lang.runtime ? Write some JNI code to WM_QUERYENDSESSION message. You can get details for this from the MSDN documentation or by googling it. If you don't want to write too much C++ code to do this I can recommend the JNA library click here. Which gives you some nice Java abstractions for C code.  Look for signal handling in java. when Windows closes it will send a signal to the application asking it to terminate most likely a sigterm see here for more about this (I am not the owner of the website)  The above seems to be the better answer. I can't find any good information on detecting window shutdown events. I guess the best possible method would be to detect weather your application is trying to close using a window closing event or the like then ask the question. http://www.javalobby.org/java/forums/t17933  how-do-i-get-my-java-application-to-shutdown-nicely-in-windows That might be of help",java swing operating-system
149153,A,"Loading animated gif from JAR file into ImageIcon I'm trying to create a ImageIcon from a animated gif stored in a jar file. ImageIcon imageIcon = new ImageIcon(ImageIO.read(MyClass.class.getClassLoader().getResourceAsStream(""animated.gif""))); The image loads but only the first frame of the animated gif. The animation does not play. If I load the animated gif from a file on the filesystem everything works as expected. The animation plays through all the of frames. So this works: ImageIcon imageIcon = new ImageIcon(""/path/on/filesystem/animated.gif""); How can I load an animated gif into an ImageIcon from a jar file? EDIT: Here is a complete test case why doesn't this display the animation? import javax.imageio.ImageIO; import javax.swing.*; public class AnimationTest extends JFrame { public static void main(String[] args) { SwingUtilities.invokeLater(new Runnable() { public void run() { AnimationTest test = new AnimationTest(); test.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); test.setVisible(true); } }); } public AnimationTest() { super(); try { JLabel label = new JLabel(); ImageIcon imageIcon = new ImageIcon(ImageIO.read(AnimationTest.class.getClassLoader().getResourceAsStream(""animated.gif""))); label.setIcon(imageIcon); imageIcon.setImageObserver(label); add(label); pack(); } catch (Exception e) { e.printStackTrace(); } } } You have to use getClass().getResource(imgName); to get a URL to the image file. Check out this tutorial from Real's HowTo. EDIT: Once the image is loaded you have to set the ImageObserver property to get the animation to run. I load png images just fine from the jar file using the first section of code. And the gif loads - it's just not animated. I see your problem now. See my edit for more details. setting the ImageObserver did not help in my case. It seems that ImageIO isn't reading the animated gif properly. If I use a different constructor for the ImageIcon it works. I updated the question with a complete code example. You'll need an animated.gif in your classpath.  Since this thread was just linked from a more current thread that had little to do with animated GIFs but got dragged OT I thought I'd add this trivial source that 'works for me'. import javax.swing.*; import java.net.URL; class AnimatedGifInLabel { public static void main(String[] args) throws Exception { final URL url = new URL(""http://i.stack.imgur.com/OtTIY.gif""); Runnable r = new Runnable() { public void run() { ImageIcon ii = new ImageIcon(url); JLabel label = new JLabel(ii); JOptionPane.showMessageDialog(null label); } }; SwingUtilities.invokeLater(r); } } if anyone wondered how to just load image from file here is how: url = new URL(""file"" ""localhost"" ""resources/image.gif"");  Hopefully it's not too late for this. I managed to get the animated gif inside my JPanel this way: private JPanel loadingPanel() { JPanel panel = new JPanel(); BoxLayout layoutMgr = new BoxLayout(panel BoxLayout.PAGE_AXIS); panel.setLayout(layoutMgr); ClassLoader cldr = this.getClass().getClassLoader(); java.net.URL imageURL = cldr.getResource(""img/spinner.gif""); ImageIcon imageIcon = new ImageIcon(imageURL); JLabel iconLabel = new JLabel(); iconLabel.setIcon(imageIcon); imageIcon.setImageObserver(iconLabel); JLabel label = new JLabel(""Loading...""); panel.add(iconLabel); panel.add(label); return panel; } Some points of this approach: 1. The image file is within the jar; 2. ImageIO.read() returns a BufferedImage which doesn't update the ImageObserver; 3. Another alternative to find images that are bundled in the jar file is to ask the Java class loader the code that loaded your program to get the files. It knows where things are. So by doing this I was able to get my animated gif inside my JPanel and it worked like a charm.  This reads gif animation from inputStream InputStream in = ...; Image image = Toolkit.getDefaultToolkit().createImage(org.apache.commons.io.IOUtils.toByteArray(in)); This is the definite answer. Thank you after researching this issue several hours. This also solves the problem with loading resources from Eclipse and from Maven in JARs. Thanks alot!",java swing animated-gif javax.imageio
401598,A,"How can I get the length of a JTextField's contents as the user types? JTextField has a keyTyped event but it seems that at the time it fires the contents of the cell have not yet changed. Because of that .length() is always wrong if read here. There must be a simple way of getting the length as it appears to the user after a key stroke? Use this code: public void jTextField6KeyReleased(java.awt.event.KeyEvent evt) { System.out.println(jTextField6.getText().length()); } Consider expanding your answer to explain to the asker why this achieves the desired result possibly linking to documentation. As is this is only marginally useful.  KeyEvents are low-level events that are not appropriate here [that sounds familiar]. How does the JTextField system know that a character has been typed? Through a key typed event (IIRC done through the PL&F). Does the event get dispatched to the system listener before your listener? It might or might not do. In this case you probably want to go to the Document and add a higher-level listener. With Swing it's a good idea to go for the model early - the 'J' class interfaces are incoherent. If you are intercepting input data then you probably want a custom model (or in the case of Document a DocumentFilter).  This may be related to this ""bug"" (or rather ""feature"") The listeners are notified of the key events prior to processing them to allow the listeners to ""steal"" the events by consuming them. This gives compatibility with the older awt notion of consuming events. The ""typed"" event does not mean text was entered into the component. This is NOT a bug it is intended behavior. A possible solution is to listen to an associated Document // Listen for changes in the text myTextField.getDocument().addDocumentListener(new DocumentListener() { public void changedUpdate(DocumentEvent e) { // text was changed } public void removeUpdate(DocumentEvent e) { // text was deleted } public void insertUpdate(DocumentEvent e) { // text was inserted } }); Note this works no matter how the text gets changed; via a clipboard cut/paste progamatic ""setText()"" on the TextField or the user typing into the field on the UI.  This is probably not the optimal way (and it's been a while) but in the past I have added a DocumentListener to the JTextField and on any of the events (insert update remove) I: evt.getDocument().getLength() Which returns the total length of text field's contents.",java swing events
283967,A,How do I control the display of a JComponent's Tooltip? I have a JComponent that's painting various shapes on itself. I'm detecting whenever the mouse enters one of these shapes and changing the tooltip accordingly. The problems I'm having are: The tooltip doesn't follow the mouse as the user tracks the mouse across the shape. It stays where it was first set and then only jumps whenever another shape changes the tooltip. It takes about a second for the tooltip to appear but I'd like it to appear immediately. Can someone suggest a way of getting these behaviours without writing a custom tooltip mechanism? Take a look at the ToolTipManager. You can register your component with that manager and then adjust a number of settings. Its pretty straight forward to use. That at least can solve your initialdelay problem. For your first problem you can overide the createTooltip command from your component to get a hold of the JTooltip instance. and then its easy make the position change whenever you move your mouse(aka follow your mouse) as its a subclass of the JComponent class.  To solve your first issue of where the tooltip doesn't follow the mouse if you override the getToolTipLocation(MouseEvent e) in JComponent you can return the point for where you want to the display the tooltip. The MouseEvent will allow you to retrieve the x and y.,java swing
176150,A,"Swing: Is there a way to differentiate between a user-caused ItemEvent and an application-caused one? I'm working with a combobox in a Swing-based application and I'm having a hard time figuring out what to do to differentiate between an ItemEvent that is generated from a user event vs one caused by the application. For instance Lets say I have a combobox 'combo' and I'm listening for itemStateChanged events with my ItemListener 'listener'. When either a user changes the selection to item 2 or I execute the line (pseudocode): combo.setSelection(2) .. it seems like I'm not able to tell these events apart. That said I'm no Swing expert by any means so I thought I would ask. Thanks! @awied: you also need to worry about the situation in which a user accessibility application is driving your program. I'm not following this. Why would you generate events programmatically and then want them to be different from normal events? I'm not generating events exactly. I have listeners that ""do things"" which are attached to the combobox. When the user performs the action the application works properly. However when I need to update the combo it still causes the events but I need it handled differently. You can set a flag in your code before you set the selection and then check for this flag in the listener (and unset the flag if it is set)... There may be a better way since Java 6 but this is the way I always used to do it... [Edit]: As David points out you will need to set the flag (and update the combo) in the EDT using SwingUtilities.invokeLater or similar (you should do this anyway as you are changing a UI control)  So I'm guessing you want the user selection to perform some action rather than just a plain old direct state change. This is an issue caused by limited flexibility (flexibility is always going to be limited particularly if you have flexibility in other directions). My suggestion: Firstly always go straight to using model in Swing. The widgets are way to complicated and you want different concerns to be split up. Fortunately Swing is already there with its models. A common pattern is to have delegation between models. So in this case you have the ""real"" default model that holds your data. Insert between the JComboBox and real ComboBoxModel and delegating ComboBoxModel that performs actions on state change instructions. Your application code should ignore the JComboBox and go straight for the real ComboBoxModel bypassing the delegating model. So in a diagram:  User -- JComboBox -- ActionComboBoxModel -- DefaultComboBoxModel -- Application code  Whether the user selects Item 2 or the API calls setSelection(2) the event will appear the same. The solution to your problem might be in re-thinking what you want the itemStateChanged code to do when the selection changes. Why would your app work differently under each condition? Maybe there are similarities that you can use to your advantage. Be careful when using flags. The itemStateChanged event will occur on the Event Dispatch Thread which is a different thread than the one on which you'd set the state of the flag. This would mean that using a flag may not be 100% reliable.  If you need to tell the events apart then there is probably something about your design that needs a rethink. The whole point of MVC is to decouple changes to the model from the actual mouse clicks of the user. Perhaps you should restate the question in terms of why you would ever want to differentiate between these two situations. We could then provide some guidance on a different way of achieving the goal.  The Action and Reaction law is quite clear :). If you try to react on change there is no need to distinguish between user and application. I can imagine only one use case where you need to ""distinguish"". The case where application is displaying some data. In this case you have probably data model for your application. And also there are some change listener in this model and application GUI will react by setting values to components. And also. If user selects anything into GUI component. The data model will react by changing value. In this case it is easy to set up some sort of read-only state on data model which will notify model to ignore ANY event coming from observed objects. This notification set should run in EDT and there is no problem with flagging. Small example: class ApplicationDataModel { private Flag current = Flag.RW; public void setData(ApplicationData data) { current = Flag.RO; setDataImpl(data); notifyObservers(); current = Flag.RW; } public void reaction(Event e) { if (flag = Flag.RO) return; ... } } Be careful with flagging and don't forget about threading. If you are calling setData from another thread then EDT you are going into trouble. Of course. The extraction of ApplicationData object has to be run in different thread ;). In general rethink design of your application.",java swing events combobox listeners
482041,A,"How to select first item in JPopupMenu? In the past when one made a JPopupMenu visible it's first item would get selected by default: http://weblogs.java.net/blog/alexfromsun/archive/2008/02/jtrayicon_updat.html Nowadays the default behavior is to pop up the menu without any item selected. I would like create a JPopupMenu with a single item that will pop up selected and centered under the mouse pointer. I have managed to get the item to pop up centered under the mouse but I the JMenuItem refuses to render as if it is selected. If I move the mouse out of the item and back in it selects properly. Any ideas? Here is my testcase: import java.awt.Component; import java.awt.Point; import java.awt.event.ActionEvent; import java.awt.event.ActionListener; import java.awt.event.MouseAdapter; import java.awt.event.MouseEvent; import javax.swing.JFrame; import javax.swing.JMenuItem; import javax.swing.JPopupMenu; public class Test extends JFrame { public static void main(String[] args) { JFrame frame = new JFrame(); frame.setSize(800 600); frame.getContentPane().addMouseListener(new MouseAdapter() { @Override public void mousePressed(MouseEvent e) { if (e.isPopupTrigger()) popupTriggered(e); } @Override public void mouseReleased(MouseEvent e) { if (e.isPopupTrigger()) popupTriggered(e); } private void popupTriggered(MouseEvent e) { JPopupMenu menu = new JPopupMenu(); final JMenuItem item = new JMenuItem(""This is a JMenuItem""); menu.add(item); Point point = e.getPoint(); int x = point.x - (item.getPreferredSize().width / 2); int y = point.y - (item.getPreferredSize().height / 2); menu.show((Component) e.getSource() x y); } }); frame.setDefaultCloseOperation(JFrame.DISPOSE_ON_CLOSE); frame.setVisible(true); } } I found some inconsistent behavior too (see my updated answer). Can you confirm this? I reported this as a bug to Sun. I'll let you know what they write back. Here is the associated bug report: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6799989 Secret turns out to be MenuSelectionManager.defaultManager().setSelectedPath(new MenuElement[]{menu ...}); import java.awt.event.MouseAdapter; import java.awt.event.MouseEvent; import javax.swing.JFrame; import javax.swing.JMenuItem; import javax.swing.JPopupMenu; import javax.swing.MenuElement; import javax.swing.MenuSelectionManager; import javax.swing.SwingUtilities; /** * Demonstrates programmatic {@link JMenuItem} selection; * specifically how to make the first item selected by default */ public class TestPopup extends JFrame { public static void main(String[] args) { final JFrame frame = new JFrame(""TestPopup""); frame.setSize(640 480); frame.getContentPane().addMouseListener(new MouseAdapter() { @Override public void mousePressed(MouseEvent e) { if (e.isPopupTrigger()) { popupTriggered(e); } } private void popupTriggered(MouseEvent e) { final JPopupMenu menu = new JPopupMenu(); final JMenuItem item0 = new JMenuItem(""JMenuItem 0""); final JMenuItem item1 = new JMenuItem(""JMenuItem 1""); menu.add(item0); menu.add(item1); menu.pack(); // use invokeLater or just do this after the menu has been shown SwingUtilities.invokeLater(new Runnable() { public void run() { MenuSelectionManager.defaultManager().setSelectedPath(new MenuElement[]{menu item0}); } }); int x = (int) ((int) (frame.getSize().width - (menu.getPreferredSize().width / 2.)) / 2.); int y = (int) ((int) (frame.getSize().height - (menu.getPreferredSize().height / 2.)) / 2.); menu.show(frame x y); // doesn't work: //item0.setSelected(true); // doesn't work: //menu.getSelectionModel().setSelectedIndex(0); // bingo; see also MenuKeyListener / MenuKeyEvent // MenuSelectionManager.defaultManager().setSelectedPath(new MenuElement[]{menu item0}); } }); frame.setDefaultCloseOperation(JFrame.DISPOSE_ON_CLOSE); frame.setLocationRelativeTo(null); frame.setVisible(true); } }  This is weird. I tried it with Windows and with Java 1.5.0_08 and even 1.6.0_07 the first Element is selected automatically as you expected it to be. So I tried it with 1.6.0_11 and it does not work any more the first element is not selected initially. Selecting the element in the selectionModel does not seem to help. One workaround (that I'm not at all proud of) is to move the mouse automatically after displaying the popup menu using the coordinates of the MouseEvent. Maybe someone's got a better idea? import java.awt.AWTException; import java.awt.Robot; import java.awt.event.MouseAdapter; import java.awt.event.MouseEvent; import javax.swing.JFrame; import javax.swing.JMenuItem; import javax.swing.JPopupMenu; public class SelectedPopupMenu extends JFrame { public SelectedPopupMenu() { addMouseListener(new MouseAdapter() { public void mouseClicked(final MouseEvent e) { JPopupMenu popupMenu = new JPopupMenu(); popupMenu.add(new JMenuItem(""Test-Item"")); popupMenu.add(new JMenuItem(""Test-Item-2"")); // do not care to really hit the center of the popup popupMenu.show(SelectedPopupMenu.this e.getX() - 30 e.getY() - 10); try { // shake mouse so that first element is selected even in Java 1.6.0_11 Robot robot = new Robot(); robot.mouseMove(e.getX() + 1 e.getY()); robot.mouseMove(e.getX() e.getY()); } catch (AWTException ex) { ex.printStackTrace(); } } }); } public static void main(String[] args) { JFrame frame = new SelectedPopupMenu(); frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); frame.setSize(800 600); frame.setVisible(true); } }  Nowadays the default behavior is to pop up the menu without any item selected. Actually I would argue that this is the correct behavior at least in Windows. Other non-Java applications do this too. I don't think it's worth breaking this convention even if there is only one item in the menu. If you feel otherwise you can set the selection index as in sean.bright's answer. So I finally got the chance to try it out on Java 1.6.0_11 and found some inconsistent behavior: If the popup menu juts out of the parent frame the item is automatically selected; if the popup menu appears entirely within the parent frame nothing is selected. Sounds like a Swing bug which at least warrants an RFE for consistent behavior. +1: The right behavior is whatever the particular platform does for other (non-Java) programs. Zach I agree with your general assessment but unfortunately this doesn't answer my question. I *want* to break away from the conventional behavior but I'm finding it impossible to do so. I'm trying to find out if this is a Swing bug or user error. I filed a bug report with Sun: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6799989  MenuSelectionManager.defaultManager() is indeed a good solution but it won't work when you'll try to pre-select your JPopupMenu's sub menus (it will hide the parent menu). Also it messes up other keyboard navigation behaviors (you can't press left to hide the sub-menu etc.) Unfortunatelly there's no good solution for this question in Swing... My solution is ugly but sadly does the job perfect: public static void setMenuSelectedIndex(final JPopupMenu popupMenu final int index) { SwingUtilities.invokeLater(new Runnable(){public void run() { for (int i=0; i < index+1; i++) { popupMenu.dispatchEvent(new KeyEvent(popupMenu KeyEvent.KEY_PRESSED 0 0 KeyEvent.VK_DOWN '\0')); } }}); } As you can see I'm basically simulating 'Down' Keyboard Key-Presses on the popupmenu... A better solution might be not to Hardcodedly simulate VK_DOWN but to read the Popup's input map and determine which KeyCode means ""select next menu item"" - but I think most of us will get along with this hack... You might also want to look at this method which selects a menu's item once it gets selected It utilizes the previous method public static void setSelectedIndexWhenVisible(final JMenu menu final int index) { menu.getPopupMenu().addPopupMenuListener(new PopupMenuListener() { @Override public void popupMenuWillBecomeVisible(PopupMenuEvent e) { PopupUtils.setMenuSelectedIndex(menu.getPopupMenu() index); menu.getPopupMenu().removePopupMenuListener(this); } @Override public void popupMenuWillBecomeInvisible(PopupMenuEvent e) { } @Override public void popupMenuCanceled(PopupMenuEvent e) { } }); } aside from that the solution of simulating the down arrow keypress does work. er what's PopupUtils? Doesn't seem to be part of my JDK.",java swing jmenupopup
282539,A,"Java actionListener for a nameless JButton? I was wondering if there is a way to implement an action listener for a Jbutton without a name. For example I have the following for loop that creates a button for each letter of the alphabet. for (int i = 65; i < 91; i++){ alphabetPanel.add(new JButton(""<html><center>"" + (char)i)); } Is there a way that I can add an action listener for each of those buttons without getting rid of my for loop and hard coding each JButton and then creating an action listener for each? Thanks in advance Tomek Your question is a little vague. it would be trivial to modify the loop to add a listener inside the loop: ActionListener listener = something; for (int i = 65; i < 91; i++){ JButton button = new JButton(""<html><center>"" + (char)i); button.addActionListener( listener ); alphabetPanel.add(button); } if you can't modify the loop you could iterate over all of the panel's children and add listeners to any of the children that are jbuttons. also why are you using html to center the text? isn't that overkill? doesn't jbutton already center text? you could use setHorizontalAlignement(SwingConstants.CENTER) to do it too. for some reason I thought that te way action listener works is that after it is created it somehow stops there in the code until an action is performed but I guess that defeats the entire purpose of it. I changed it and it worked exactly as I wanted it to. Thanks! P.S. html was overkill  It is possible to add ActionListener to anonymous components like below: new JButton().addActionListener(new ActionListener(){ @Override public void actionPerformed(ActionEvent arg0) { // TODO your action } }); However in your case where you try to add the anonymous JButton to your panel this approach will not work because the return type of addActionListener method (which is void) will be taken instead of JButton's constructor as shown below: for (int i = 65; i < 91; i++){ alphabetPanel.add(new JButton(""<html><center>"" + (char)i).addActionListener(new ActionListener(){ @Override public void actionPerformed(ActionEvent arg0) { // TODO your action } })); } The above code complains about invalid argument for panel.add() method. So in your case you will have to create a named instance of the JButton. Hope this clarifies. Best Regards Suresh  What is the problem of doing this? for (int i = 65; i < 91; i++){ JButton button = new JButton(""<html><center>"" + (char)i)); button.addActionListener( new ButtonListener()); alphabetPanel.add(button); } ... class ButtonListener implements ActionListener { ButtonListener() { } public void actionPerformed(ActionEvent e) { //TODO: } } Also if the button's text doesn't identify the button you could set the button's name with the letter of the alphabet. button.setName((char)i)); // or button.setName(i);  By named you seem to mean storing the button instance in a local variable of your immediate method. Attempting to avoid that is likely to make your code more difficult to read. But to answer your question: The most obvious way is to use the old but newly-popular double-brace idiom. alphabetPanel.add(new JButton(""<html><center>"" + (char)i) {{ addActionListener(new ActionListener() { public void actionPerformed(ActionEvent event) { ... } }); }}); Note in this case as i is not final it will not be usable from the anonymous inner class. Either assign it to another (final) variable or reformulate the loop. Another route would be to go via an Action. (Usually I'd suggest avoiding Actions as they are jsut a poor man's Hashtable. ButtonModel is ""good"" though.) alphabetPanel.add(new JButton(new AbstractAction(""<html><center>"" + (char)i) { public void actionPerformed(ActionEvent event) { ... } })); Then of course there is the application specific library way: Form alphabetForm = new Form(alphabetPanel); for (char c='A'; c <= 'Z'; ++c) { alphabetForm.button(""<html><center>"" + c new ActionListener() { public void actionPerformed(ActionEvent event) { ... } }); }",java swing jbutton actionlistener
334397,A,"Detect whether FocusEvent of component is lost or gained I implementing a EventQueue and get notified when AWTEvents are send. I wait till instances of FocusEvent are send to the dispatchEvent methode. The FocusEvent by itself does not have a methode to ask if the focus of the component is gained or lost. The methode paramString returns a String in which the information is placed but i dont want to hack or pars the String. A contains call can give me the answer but the returnes String is no constant so it could change in the future. The paramString methode of FocusEvent is like:  switch(id) { case FOCUS_GAINED: typeStr = ""FOCUS_GAINED""; break; case FOCUS_LOST: typeStr = ""FOCUS_LOST""; break; default: typeStr = ""unknown type""; } return typeStr + (temporary ? ""temporary"" : ""permanent"") + ""opposite="" + getOppositeComponent(); Do you know another solution for this issue. What's wrong with ""evt.getID()""? It returns FOCUS_LOST or FOCUS_GAINED? when you want to implement something during the last minutes in the office you sometimes get crazy. Thanks a lot. @Markus - I know that feeling well. Glad to help.",java swing events awt
309675,A,"How can I make a swing JButton repeat its action when it is held down? I am creating an touch screen application using Swing and have a request to change one of buttons so that it will behave like a keyboard when the button is held down. (First of all I am not sure that the touch screen will allow the user to ""hold down"" the button but pretend that they can for now) I was going to go down the path of starting a loop when mousePressed was called and then ending the loop when mouseReleased was called. This will involve starting a thread and having to deal with synchronization as well as invokeLater() to get events back on the EventQueue. Is there a very simple way to do what I want? I hope I am just not seeing the API to do it. There is no simple way. I think what you outlined with a thread doing timed sleeps and polling the button is the only way. I went with the java.swing.Timer since it will automatically post back to the Swing EventQueue and that is what I am looking for. Thanks for the help.  I would do it like this: Listen to mousePressed and schedule a java.util.Timer to be launched at a later time. The Timer does the action and set itself to schedule again. Listen to mouseReleased to cancel the Timer.  javax.swing.Timer is your friend. And here's an article with some more info. @Christopher updated thanks That article link is stale.",java swing
