0,A,"How do you mock params when testing a Rails model's setter? Given the code from the Complex Form part III how would you go about testing the virtual attribute?  def new_task_attributes=(task_attributes) task_attributes.each do |attributes| tasks.build(attributes) end end I am currently trying to test it like this:  def test_adding_task_to_project p = Project.new params = {""new_tasks_attributes"" => [{ ""name"" => ""paint fence""}]} p.new_tasks_attributes=(params) p.save assert p.tasks.length == 1 end But I am getting the following error: NoMethodError: undefined method `stringify_keys!' for ""new_tasks_attributes"":String Any suggestions on improving this test would be greatly appreciated. Can we see the whole stack trace? Where does it think String#stringify_keys! is being called? Also params looks odd to me. Is tasks.build() expecting input like this: [""new_tasks_attribute"" {""name"" => ""paint fence""}] ? If not maybe you actually want Hash#each_key() instead of Hash#each()? Need more data. Also you might consider a Ruby tag to accompany your Rails tag.  It looks as if new_task_attributes= is expecting an array of hashes but you're passing it a hash. Try this: def test_adding_task_to_project p = Project.new new_tasks_attributes = [{ ""name"" => ""paint fence""}] p.new_tasks_attributes = (new_tasks_attributes) p.save assert p.tasks.length == 1 end"
1,A,"What's the best way to tell if a method is a property from within Policy Injection? I've got a custom handler applied to a class (using the Policy Injection Application Block in entlib 4) and I would like to know whether the input method is a property when Invoke is called. Following is what my handler looks like. [ConfigurationElementType(typeof(MyCustomHandlerData))] public class MyCustomHandler : ICallHandler { public IMethodReturn Invoke(IMethodInvocation input GetNextHandlerDelegate getNext) { if (input.MethodBase.IsPublic && (input.MethodBase.Name.Contains(""get_"") || input.MethodBase.Name.Contains(""set_""))) { Console.WriteLine(""MyCustomHandler Invoke called with input of {0}"" input.MethodBase.Name); } return getNext().Invoke(input getNext); } public int Order { get; set; } } As you can see from my code sample the best way I've thought of so far is by parsing the method name. Isn't there a better way to do this? A couple of you mentioned using the ""IsSpecialName"" property of the MethodBase type. While it is true that the will return true for property ""gets"" or ""sets"" it will also return true for operator overloads such as add_EventName or remove_EventName. So you will need to examine other attributes of the MethodBase instance to determine if its a property accessor. Unfortunately if all you have is a reference to a MethodBase instance (which I believe is the case with intercepting behaviors in the Unity framework) there is not real ""clean"" way to determine if its a property setter or getter. The best way I've found is as follows: C#: bool IsPropertySetter(MethodBase methodBase){ return methodBase.IsSpecialName && methodBase.Name.StartsWith(""set_""); } bool IsPropertyGetter(MethodBase methodBase){ return methodBase.IsSpecialName && methodBase.Name.StartsWith(""get_""); } VB:  Private Function IsPropertySetter(methodBase As MethodBase) As Boolean Return methodBase.IsSpecialName AndAlso methodBase.Name.StartsWith(""set_"") End Function Private Function IsPropertyGetter(methodBase As MethodBase) As Boolean Return methodBase.IsSpecialName AndAlso methodBase.Name.StartsWith(""get_"") End Function  You could check the IsSpecialName property; it will be true for property getters and setters. However it will also be true for other special methods like operator overloads.  You can also check IsSpecialName is true. this will be true in a property (amongst other things) At the il level the methods are exposed as follows (using Environment.ExitCode as example): .method public hidebysig specialname static int32 get_ExitCode() cil managed .method public hidebysig specialname static void set_ExitCode(int32 'value') cil managed If you wanted to get fancy you could verify after extracting the name that said property exists but to be honest if (m.IsSpecialName && (m.Attributes & MethodAttributes.HideBySig) != 0)) as well as starts with get_ or set_ then you should be good even for people using nasty names (faking the hidebysig is easy enough faking the IsSpecialName would be very tricky) Nothing is guaranteed though. Someone could emit a class with a set_Foo method that looked just like a real set method but actually wasn't a set on a read only property. Unless you check whether the property CanRead/CanWrite as well. This strikes me as madness for you though you aren't expecting deliberate circumvention. A simple utility/extension method on MethodInfo which did this logic wouldn't be too hard and including IsSpecialName would almost certainly cover all your needs.  I'm not familiar with that application block but assuming that MethodBase property is of type System.Reflection.MethodBase you could take a look at the IsSpecialName property. System.Reflection.MethodBase.IsSpecialName on MSDN"
2,A,Avoiding double-thunking with C++/CLI properties I've read (in Nish Sivakumar's book C++/CLI In Action among other places) that you should use the __clrcall decorator on function calls to avoid double-thunking in cases where you know that the method will never be called from unmanaged code. Nish also says that if the method signature contains any CLR types then the JIT compiler will automatically add the __clrcall. What is not clear to me is if I need to include __clrcall when I create C++/CLI properties. In one sense properties are only accessible from .NET languages on the other hand the C++/CLI compiler (I think) just generates methods (e.g. ***_get() ) that are callable from both managed and unmanaged code. So do I need to use the __clrcall modifier on my properties and if so where does it go? On the get/set functions themselves? @Mike B - Thanks for the tip on ildasm - I didn't know about that tool. It appears that I misread/misunderstood Nish - the __clrcall modifier and the double-thunking problem it eliminates only apply to methods of NATIVE classes. All methods of Managed classes are __clrcall by default - which seems obvious in retrospect. Evidently Marcus Heege's book Expert C++/CLI is available as a free download and it has a nice table on page 215 that summarizes the calling conventions. Thanks for the follow-up.
3,A,CakePHP ACL Database Setup: ARO / ACO structure? I'm struggling to implement ACL in CakePHP. After reading the documentation in the cake manual as well as several other tutorials blog posts etc I found Aran Johnson's excellent tutorial which has helped fill in many of the gaps. His examples seem to conflict with others I've seen though in a few places - specifically in the ARO tree structure he uses. In his examples his user groups are set up as a cascading tree with the most general user type being at the top of the tree and its children branching off for each more restricted access type. Elsewhere I've usually seen each user type as a child of the same generic user type. How do you set up your AROs and ACOs in CakePHP? Any and all tips appreciated! I got here looking for isMine() which I tried defining but it looks like it already exists. CakePHP's built-in ACL system is really powerful but poorly documented in terms of actual implementation details. A system that we've used with some success in a number of CakePHP-based projects is as follows. It's a modification of some group-level access systems that have been documented elsewhere. Our system's aims are to have a simple system where users are authorised on a group-level but they can have specific additional rights on items that were created by them or on a per-user basis. We wanted to avoid having to create a specific entry for each user (or more specifically for each ARO) in the aros_acos table. We have a Users table and a Roles table. Users user_id user_name role_id Roles id role_name Create the ARO tree for each role (we usually have 4 roles - Unauthorised Guest (id 1) Authorised User (id 2) Site Moderator (id 3) and Administrator (id 4)) : cake acl create aro / Role.1 cake acl create aro 1 Role.2 ... etc ... After this you have to use SQL or phpMyAdmin or similar to add aliases for all of these as the cake command line tool doesn't do it. We use 'Role-{id}' and 'User-{id}' for all of ours. We then create a ROOT ACO - cake acl create aco / 'ROOT' and then create ACOs for all the controllers under this ROOT one: cake acl create aco 'ROOT' 'MyController' ... etc ... So far so normal. We add an additional field in the aros_acos table called _editown which we can use as an additional action in the ACL component's actionMap. CREATE TABLE IF NOT EXISTS `aros_acos` ( `id` int(11) NOT NULL auto_increment `aro_id` int(11) default NULL `aco_id` int(11) default NULL `_create` int(11) NOT NULL default '0' `_read` int(11) NOT NULL default '0' `_update` int(11) NOT NULL default '0' `_delete` int(11) NOT NULL default '0' `_editown` int(11) NOT NULL default '0' PRIMARY KEY (`id`) KEY `acl` (`aro_id``aco_id`) ) ENGINE=InnoDB DEFAULT CHARSET=utf8; We can then setup the Auth component to use the 'crud' method which validates the requested controller/action against an AclComponent::check(). In the app_controller we have something along the lines of: private function setupAuth() { if(isset($this->Auth)) { .... $this->Auth->authorize = 'crud'; $this->Auth->actionMap = array( 'index' => 'read' 'add' => 'create' 'edit' => 'update' 'editMine' => 'editown' 'view' => 'read' ... etc ... ); ... etc ... } } Again this is fairly standard CakePHP stuff. We then have a checkAccess method in the AppController that adds in the group-level stuff to check whether to check a group ARO or a user ARO for access: private function checkAccess() { if(!$user = $this->Auth->user()) { $role_alias = 'Role-1'; $user_alias = null; } else { $role_alias = 'Role-' . $user['User']['role_id']; $user_alias = 'User-' . $user['User']['id']; } // do we have an aro for this user? if($user_alias && ($user_aro = $this->User->Aro->findByAlias($user_alias))) { $aro_alias = $user_alias; } else { $aro_alias = $role_alias; } if ('editown' == $this->Auth->actionMap[$this->action]) { if($this->Acl->check($aro_alias $this->name 'editown') and $this->isMine()) { $this->Auth->allow(); } else { $this->Auth->authorize = 'controller'; $this->Auth->deny('*'); } } else { // check this user-level aro for access if($this->Acl->check($aro_alias $this->name $this->Auth->actionMap[$this->action])) { $this->Auth->allow(); } else { $this->Auth->authorize = 'controller'; $this->Auth->deny('*'); } } } The setupAuth() and checkAccess() methods are called in the AppController's beforeFilter() callback. There's an isMine method in the AppControler too (see below) that just checks that the user_id of the requested item is the same as the currently authenticated user. I've left this out for clarity. That's really all there is to it. You can then allow / deny particular groups access to specific acos - cake acl grant 'Role-2' 'MyController' 'read' cake acl grant 'Role-2' 'MyController' 'editown' cake acl deny 'Role-2' 'MyController' 'update' cake acl deny 'Role-2' 'MyController' 'delete' I'm sure you get the picture. Anyway this answer's way longer than I intended it to be and it probably makes next to no sense but I hope it's some help to you ... -- edit -- As requested here's an edited (purely for clarity - there's a lot of stuff in our boilerplate code that's meaningless here) isMine() method that we have in our AppController. I've removed a lot of error checking stuff too but this is the essence of it: function isMine($model=null $id=null $usermodel='User' $foreignkey='user_id') { if(empty($model)) { // default model is first item in $this->uses array $model = $this->uses[0]; } if(empty($id)) { if(!empty($this->passedArgs['id'])) { $id = $this->passedArgs['id']; } elseif(!empty($this->passedArgs[0])) { $id = $this->passedArgs[0]; } } if(is_array($id)) { foreach($id as $i) { if(!$this->_isMine($model $i $usermodel $foreignkey)) { return false; } } return true; } return $this->_isMine($model $id $usermodel $foreignkey); } function _isMine($model $id $usermodel='User' $foreignkey='user_id') { $user = Configure::read('curr.loggedinuser'); // this is set in the UsersController on successful login if(isset($this->$model)) { $model = $this->$model; } else { $model = ClassRegistry::init($model); } //read model if(!($record = $model->read(null $id))) { return false; } //get foreign key if($usermodel == $model->alias) { if($record[$model->alias][$model->primaryKey] == $user['User']['id']) { return true; } } elseif($record[$model->alias][$foreignkey] == $user['User']['id']) { return true; } return false; } simple and better than most articles @David: am using cakephp 2.x & trying to add aco something like this cake acl create aco controllers Users then cake acl create aco Users index Running 1st command will give me error :-) thanks for such a great tutorial. It saved me too.. :-)
4,A,"Programmatically accessing Data in an ASP.NET 2.0 Repeater This is an ASP.Net 2.0 web app. The Item template looks like this for reference: <ItemTemplate> <tr> <td class=""class1"" align=center><a href='url'><img src=""img.gif""></a></td> <td class=""class1""><%# DataBinder.Eval(Container.DataItem""field1"") %></td> <td class=""class1""><%# DataBinder.Eval(Container.DataItem""field2"") %></td> <td class=""class1""><%# DataBinder.Eval(Container.DataItem""field3"") %></td> <td class=""class1""><%# DataBinder.Eval(Container.DataItem""field4"") %></td> </tr> </ItemTemplate> Using this in codebehind: foreach (RepeaterItem item in rptrFollowupSummary.Items) { string val = ((DataBoundLiteralControl)item.Controls[0]).Text; Trace.Write(val); } I produce this: <tr> <td class=""class1"" align=center><a href='url'><img src=""img.gif""></a></td> <td class=""class1"">23</td> <td class=""class1"">1/1/2000</td> <td class=""class1"">-2</td> <td class=""class1"">11</td> </tr> What I need is the data from Field1 and Field4 I can't seem to get at the data the way I would in say a DataList or a GridView and I can't seem to come up with anything else on Google or quickly leverage this one to do what I want. The only way I can see to get at the data is going to be using a regex to go and get it (Because a man takes what he wants. He takes it all. And I'm a man aren't I? Aren't I?). Am I on the right track (not looking for the specific regex to do this; forging that might be a followup question ;) ) or am I missing something? The Repeater in this case is set in stone so I can't switch to something more elegant. Once upon a time I did something similar to what Alison Zhou suggested using DataLists but it's been some time (2+ years) and I just completely forgot about doing it this way. Yeesh talk about overlooking something obvious. . . So I did as Alison suggested and it works fine. I don't think the viewstate is an issue here even though this repeater can get dozens of rows. I can't really speak to the question if doing it that way versus using the instead (but that seems like a fine solution to me otherwise). Obviously the latter is less of a viewstate footprint but I'm not experienced enough to say when one approach might be preferrable to another without an extreme example in front of me. Alison one question: why literals and not labels? Euro Micelli I was trying to avoid a return trip to the database. Since I'm still a little green relative to the rest of the development world I admit I don't necessarily have a good grasp of how many database trips is ""just right"". There wouldn't be a performance issue here (I know the app's load enough to know this) but I suppose I was trying to avoid it out of habit since my boss tends to emphasize fewer trips where possible. I don't understand what you mean by ""get"" data. Doesn't the fact that you have access to the rptrFollowUpSummary mean that you already have the data in its raw form? Amen - not very clear about what he is after... The title of the post says it all. This is a good question. If you can afford a smidge more overhead in the generation go for DataList and use the DataKeys property which will save the data fields you need. You could also use labels in each of your table cells and be able to reference items with e.Item.FindControl(""LabelID"").  Since you are working with tabular data I'd recommend using the GridView control. Then you'll be able to access individual cells. Otherwise you can set the td's for Field1 and Field4 to runat=""server"" and give them ID's. Then in the codebehind access the InnerText property for each td.  Off the top of my head you can try something like this: <ItemTemplate> <tr> <td ""class1""><asp:Literal ID=""litField1"" runat=""server"" Text='<%# Bind(""Field1"") %>'/></td> <td ""class1""><asp:Literal ID=""litField2"" runat=""server"" Text='<%# Bind(""Field2"") %>'/></td> <td ""class1""><asp:Literal ID=""litField3"" runat=""server"" Text='<%# Bind(""Field3"") %>'/></td> <td ""class1""><asp:Literal ID=""litField4"" runat=""server"" Text='<%# Bind(""Field4"") %>'/></td> </tr> </ItemTemplate> Then in your code behind you can access each Literal control as follows: foreach (RepeaterItem item in rptrFollowupSummary.Items) { Literal lit1 = (Literal)item.FindControl(""litField1""); string value1 = lit1.Text; Literal lit4 = (Literal)item.FindControl(""litField4""); string value4 = lit4.Text; } This will add to your ViewState but it makes it easy to find your controls.  @peacedog: Correct; Alison's method is perfectly acceptable. The trick with the database roundtrips: they are not free obviously but web servers tend to be very ""close"" (fast low-latency connection) to the database while your users are probably ""far"" (slow high-latency connection). Because of that sending data to/from the browser via cookies ViewState hidden fields or any other method can actually be ""worse"" than reading it again from your database. There are also security implications to keep in mind (Can an ""evil"" user fake the data coming back from the browser? Would it matter if they do?). But quite often it doesn't make any difference in performance. That's why you should do what works more naturally for your particular problem and worry about it only if performance starts to be a real-world issue. Good luck!  The <%#DataBinder.Eval(...) %> mechanism is not Data Binding in a ""strict"" sense. It is a one-way technique to put text in specific places in the template. If you need to get the data back out you have to either: Get it from your source data Populate the repeater with a different mechanism Note that the Repeater doesn't save the DataSource between postbacks You can't just ask it to give you the data later. The first method is usually easier to work with. Don't assume that it's too expensive to reacquire your data from the source unless you prove it to yourself by measuring; it's usually pretty fast. The biggest problem with this technique is if the source data can change between calls. For the second method a common technique is to use a Literal control. See Alison Zhou's post for an example of how to do it. I usually personally prefer to fill the Literal controls inside of the OnItemDataBound instead"
5,A,64 bit enum in C++? Is there a way to have a 64 bit enum in C++? Whilst refactoring some code I came across bunch of #defines which would be better as an enum but being greater than 32 bit causes the compiler to error. For some reason I thought the following might work: enum MY_ENUM : unsigned __int64 { LARGE_VALUE = 0x1000000000000000 }; I don't think that's possible. The underlying representation of enums is up to the compiler. You are better off using: const __int64 LARGE_VALUE = 0x1000000000000000L; This is what I resorted to in the end but I was curious as to whether 64 bit enums are possible even with a compiler specific extension.  An enum in C++ can be any integral type. You can for example have an enum of chars. IE: enum MY_ENUM { CHAR_VALUE = 'c' }; I would assume this includes __int64. Try just enum MY_ENUM { LARGE_VALUE = 0x1000000000000000 }; According to my commenter sixlettervariables in C the base type will be an int always while in C++ the base type is whatever is large enough to fit the largest included value. So both enums above should work. @Doug T.: while ANSI C dictates that enumerations are the size of the 'int' data type ISO C++ dictates that enumerations are of the size at least as large as required to represent all values.  Enum type is normally determined by the data type of the first enum initializer. If the value should exceed the range for that integral datatype then c++ compiler will make sure it fits in by using a larger integral data type.If compiler finds that it does not belong to any of the integral data type then compiler will throw error. Ref: http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2005/n1905.pdf Edit: However this is purely depended on machine architecture  C++11 supports this using this syntax: enum class Enum2 : __int64 {Val1 Val2 val3}; I was close then. I must of read about the `: type` syntax somewhere. note that `class` is still optional. If you want old style enum but with a custom type you can also `enum moo : long long {...}`  In MSVC++ you can do this: enum MYLONGLONGENUM:__int64 { BIG_KEY=0x3034303232303330 ... }; better use int64-max than a magic wild guess.  If the compiler doesn't support 64 bit enums by compilation flags or any other means I think there is no solution to this one. You could create something like in your sample something like: namespace MyNamespace { const uint64 LARGE_VALUE = 0x1000000000000000; }; and using it just like an enum using MyNamespace::LARGE_VALUE or using MyNamespace; .... val = LARGE_VALUE; And loose type safety though. Unfortunatelly yes The speed of our conversation reminds me of correspondence chess :D  The current draft of so called C++0x it is n3092 says in 7.2 Enumeration declarations paragraph 6: It is implementation-defined which integral type is used as the underlying type except that the underlying type shall not be larger than int unless the value of an enumerator cannot fit in an int or unsigned int. The same paragraph also says: If no integral type can represent all the enumerator values the enumeration is ill-formed. My interpretation of the part unless the value of an enumerator cannot fit in an int or unsigned int is that it's perfectly valid and safe to initialise enumerator with 64-bit integer value as long as there is 64-bit integer type provided in a particular C++ implementation. For example: enum MyEnum { Undefined = 0xffffffffffffffffULL }; If you don't want count out your f's you can just do `Undefined = ~0x0ULL`  Since you are working in C++ another alternative might be const __int64 LARVE_VALUE = ... This can be specified in an H file. LARVE? I cheated 9 chars with first try.  The answers refering to __int64 miss the problem. The enum is valid in all C++ compilers that have a true 64 bit integral type i.e. any C++11 compiler or C++03 compilers with appropriate extensions. Extensions to C++03 like __int64 work differently across compilers including its suitability as a base type for enums.  your snipplet of code is not c++ standard: enum MY_ENUM : unsigned __int64 does not make sense. use const __int64 instead as Torlack suggests he has prolly seen it in another curly brace language (e.g. C# supports it) or in the upcoming C++ standard where this will be allowed.
6,A,"VS 2003 Reports ""unable to get the project file from the web server"" when opening a solution from VSS When attempting to open a project from source control on a newly formatted pc I receive an ""unable to get the project file from the web server"" after getting the sln file from VSS. If I attempt to open the sln file from explorer I also receive the same error. Any pointers or ideas? Thanks! Is there anything odd in your sln file? Have you opened it with a text editor to see if it is linking to a remote resource? I am not. I am using VSS Locally  This question is very old so you have probably solved the issue but just in case: Does the project file use IIS? If so then it is probably trying to read the project file from IIS and the virtual directory does not exist on the newly formatted computer. Also there should be more detail about the message in the Output window when you open the solution which should help you find the cause. With VS2003 you also need to add your user account to the ""Debugger Users"" and ""VS Developers"" and possibly the account that is running the AppPool (possibly Network Server ASPNET or IUSER_xxx). This may depend on the type of authentication you are using as well. Occasionally I had to add those group permissions the the virtual directory location as well. It's been a while since I have used VS2003 with web projects though.  Try deleting the .csproj files (back them up first though)."
7,A,"Setting a div's height in HTML with CSS I am a CSS newbie trying to layout a table-like page with two columns. I want the rightmost column to dock to the right of the page and this column should have a distinct background color. The content in the right side is almost always going to be smaller than that on the left. I would like the div on the right to always be tall enough to reach the separator for the row below it. How can I make my background color fill that space? <html> <body> <style type=""text/css""> .rightfloat { color: red; background-color: #BBBBBB; float: right; width: 200px; } .left { font-size: 20pt; } .separator { clear: both; width: 100%; border-top: 1px solid black; } </style> <div class=""separator""> <div class=""rightfloat""> Some really short content. </div> <div class=""left""> Some really really really really really really really really really really big content </div> </div> <div class=""separator""> <div class=""rightfloat""> Some more short content. </div> <div class=""left""> Some really really really really really really really really really really big content </div> </div> </body> </html> Edit: I agree that this example is very table-like and an actual table would be a fine choice. But my ""real"" page will eventually be less table-like and I'd just like to first master this task! Also for some reason when I create/edit my posts in IE7 the code shows up correctly in the preview view but when I actually post the message the formatting gets removed. Editing my post in Firefox 2 seems to have worked FWIW. Another edit: Yeah I unaccepted GateKiller's answer. It does indeed work nicely on my simple page but not in my actual heavier page. I'll investigate some of the links y'all have pointed me to. Thanks! The short answer to your question is that you must set the height of 100% to the body and html tag then set the height to 100% on each div element you want to make 100% the height of the page.  Some browsers support CSS tables so you could create this kind of layout using the various CSS display: table-* values. There's more information on CSS tables in this article (and the book of the same name) by Rachel Andrew: Everything You Know About CSS is Wrong If you need a consistent layout in older browsers that don't support CSS tables you need to do two things: Make your ""table row"" element clear its internal floated elements. The simplest way of doing this is to set overflow: hidden which takes care of most browsers and zoom: 1 to trigger the hasLayout property in older versions of IE. There are many other ways of clearing floats if this approach causes undesirable side effects you should check the question which method of 'clearfix' is best and the article on having layout for other methods. Balance the height of the two ""table cell"" elements. There are two ways you could approach this. Either you can create the appearance of equal heights by setting a background image on the ""table row"" element (the faux columns technique) or you can make the heights of the columns match by giving each a large padding and equally large negative margin. Faux columns is the simpler approach and works very well when the width of one or both columns is fixed. The other technique copes better with variable width columns (based on percentage or em units) but can cause problems in some browsers if you link directly to content within your columns (e.g. if a column contained <div id=""foo""></div> and you linked to #foo) Here's an example using the padding/margin technique to balance the height of the columns. HTML: <div class=""row""> <div class=""right-column"">Right column content</div> <div class=""left-column"">Left column content</div> </div> <div class=""row""> <div class=""right-column"">Right column content</div> <div class=""left-column"">Left column content</div> </div> CSS: html body { height: 100%; } div.row { zoom: 1; /* Clear internal floats in IE */ overflow: hidden; /* Clear internal floats */ } div.right-column div.left-column { padding-bottom: 1000em; /* } Balance the heights of the columns */ margin-bottom: -1000em; /* } */ } div.right-column { width: 20%; float: right; } div.left-column { width: 79%; float: left; } This Barcamp demo by Natalie Downe may also be useful when figuring out how to add additional columns and nice spacing and padding: Equal Height Columns and other tricks (it's also where I first learnt about the margin/padding trick to balance column heights) Worked for me . Thanks :)  I had the same problem on my site (shameless plug). I had the nav section ""float: right"" and the main body of the page has a background image about 250px across aligned to the right and ""repeat-y"". I then added something with ""clear: both"" to it. Here is the W3Schools and the CSS clear property. I placed the clear at the bottom of the ""page"" classed div. My page source looks something like this. body -> header (big blue banner) -> headerNav (green bar at the top) -> breadcrumbs (invisible at the moment) -> page -> navigation (floats to the right) -> content (main content) -> clear (the quote at the bottom) -> footerNav (the green bar at the bottom) -> clear (empty but still does something) -> footer (blue thing at the bottom) I hope that helps :)  Here's an example of equal-height columns - Equal Height Columns - revisited You can also check out the idea of ""Faux Columns"" as well - Faux Columns Don't go the table route. If it's not tabular data don't treat it as such. It's bad for accessibility and flexibility.  This should work for you. Set the height to 100% in your css for the html and body. You can then adjust the height to your needs in the div html { height: 100%; } body { height: 100%; } div { height: 100%; /* Set Div Height */ }  Just trying to help here so the code is more readable... but remember that you can insert code snippets by clicking on the button at the top with ""101010"" Just enter your code then highlight it and click the button. Like this: <html> <body> <style type=""text/css""> .rightfloat { color: red; background-color: #BBBBBB; float: right; width: 200px; } .left { font-size: 20pt; } .separator { clear: both; width: 100%; border-top: 1px solid black; } </style>  Give this a try: <html>  <head>  <style>  htmlbody {  height: 100%  }  #left {  float: left;  width: 25%;  height: 100%  }  #right {  width: 75%;  height: 100%  }  </style>  </head>  <body>  <div id=""left"">  Content  </div>  <div id=""right"">  Content  </div>  </body> </html>  I can think of 2 options Use javascript to resize the smaller column on page load. Fake the equal heights by setting the background-color for the column on the container <div/> instead (<div class=""separator""/>) with repeat-y  I gave up on strictly CSS and used a little jquery: var leftcol = $(""#leftcolumn""); var rightcol = $(""#rightcolumn""); var leftcol_height = leftcol.height(); var rightcol_height = rightcol.height(); if (leftcol_height > rightcol_height) rightcol.height(leftcol_height); else leftcol.height(rightcol_height);  A 2 column layout is a little bit tough to get working in CSS (at least until CSS3 is practical.) Floating left and right will work to a point but it won't allow you to extend the background. To make backgrounds stay solid you'll have to implement a technique known as ""faux columns"" which basically means your columns themselves won't have a background image. Your 2 columns will be contained inside of a parent tag. This parent tag is given a background image that contains the 2 column colors you want. Make this background only as big as you need it to (if it is a solid color only make it 1 pixel high) and have it repeat-y. AListApart has a great walkthrough on what is needed to make it work. http://www.alistapart.com/articles/fauxcolumns/  Ahem The short answer to your question is that you must set the height of 100% to the body and html tag then set the height to 100% on each div element you want to make 100% the height of the page. actually 100% height will not work in most design situations - this may be short but it is not a good answer. Google ""any column longest"" layouts. The best way is to put the left and right cols inside a wrapper div float the left and right cols and then float the wrapper - this makes it stretch to the height of the inner containers - then set background image on the outer wrapper. But watch for any horizontal margins on the floated elements in case you get the IE double margin float bug.  You can just use css width property to do so... Example : <style type=""text/css"">; td { width:25%; height:100%; float:left; } </style> Welcome to Stack Overflow! Thanks for your post! Please do not use signatures/taglines in your posts. Your user box counts as your signature and you can use your profile to post any information about yourself you like. [FAQ on signatures/taglines](http://stackoverflow.com/faq#signatures)"
8,A,"How can I know why one of my vxWorks task is pended? In vxWorks I can issue the ""i"" command in the shell and I get the list of tasks in my system along with some information like the following example:  NAME ENTRY TID PRI STATUS PC SP ERRNO DELAY ---------- ------------ -------- --- ---------- -------- -------- ------- ----- tJobTask 1005a6e0 103bae00 0 PEND 100e5860 105fffa8 0 0 tExcTask 10059960 10197cbc 0 PEND 100e5860 101a0ef4 0 0 tLogTask logTask 103bed78 0 PEND 100e37cd 1063ff24 0 0 tNbioLog 1005b390 103bf210 0 PEND 100e5860 1067ff54 0 0 For the tasks that are pended I would like to know what they are pended on. Is there a way to do this? The ""w"" command will do exactly what you want:  NAME ENTRY TID STATUS DELAY OBJ_TYPE OBJ_ID OBJ_NAME ---------- ---------- ---------- ---------- ----- ---------- ---------- -------- tJobTask 0x1005a6e0 0x103bae00 PEND 0 SEM_B 0x10184088 N/A tExcTask 0x10059960 0x10197cbc PEND 0 SEM_B 0x10183ff8 N/A tLogTask logTask 0x103bed78 PEND 0 MSG_Q(R) 0x103be358 N/A tNbioLog 0x1005b390 0x103bf210 PEND 0 SEM_B 0x103bf198 N/A"
9,A,"Why is my PDF footer text invisible? I'm creating PDFs on-demand with ColdFusion's CFDocument tag like so: <cfdocument format=""PDF"" filename=""#attributes.fileName#"" overwrite=""true""> <cfdocumentitem type=""footer""> <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%""> <tr> <td align=""left""><font face=""Tahoma"" color=""black""><strong>My Client's Corporation</strong><br/>Street address<br/>City ST 55555</font></td> <td align=""right""><font face=""Tahoma"" color=""black"">Phone: 555.555.5555<br/>Fax: 555.555.5555<br/>Email: info@domain.com</font></td> </tr> </table> </cfdocumentitem> <html> <body> <table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%""> <!--- some content here ... ---> </table> </body> </html> </cfdocument> The problem I'm having is that sometimes (actually most of the time but not always) some of the footer text is there but invisible. I can highlight it and copy/paste it into notepad where I can see it all -- but in the generated PDF only the first line of the left column of the footer is visible the rest is invisible. Hence why I added the font color of black in the code. Any ideas on how to correct this? A PDF is what I'm after so I'm not sure how outputting another format would help. As it turns out the footer space just wasn't enough to fit all of this text; verified by the fact that changing the font size to 4pt would fit it all in without a problem. I spent some time attempting to rewrite the footer code using DDX as outlined here and the CFPDF tag to implement it; but even after several hours of hacking away and finally getting a valid DDX as reported by the new isDDX function the CFPDF tag reported that it was invalid DDX for some reason. At this point I decided I had wasted enough of the client's time/money and just reformatted the footer to be 2 lines of centered text which was good enough.  Usually when PDF shows blank text it's because the font metrics are embedded in the document but the glyphs are not. I know nothing about ColdFusion but you might try the following: Try a font other than Tahoma as a test. All PDF readers must support 14 basic fonts including 4 Helvetica variants 4 Times variants 4 Courier variants Symbol and ZapfDingbats so those are always safe choices See if ColdFusion offers any control over font embedding Try a list of alternatives in your font declaration like ""TahomaHelveticasans-serif"""
